Franchise_id,Season,Lg,Team_id,W,L,WL_percentage,Finish,SRS,Pace,Rel_Pace,ORtg,Rel_ORtg,DRtg,Rel_DRtg,Playoffs
NYK,1993,NBA,NYK,57,25,.695,1,6.48,92.8,-2.3,105.7,-0.6,98.2,-8.1,Lost Finals,
NYK,1992,NBA,NYK,60,22,.732,1,5.87,94.5,-2.3,106.1,-1.9,99.7,-8.3,Lost E. Conf. Finals,
NYK,1991,NBA,NYK,51,31,.622,2,3.67,92.9,-3.7,108.3,0.1,104.2,-4.0,Lost E. Conf. Semis,
NYK,1990,NBA,NYK,39,43,.476,3,-0.43,95.0,-2.8,107.1,-0.8,107.3,-0.6,Lost E. Conf. 1st Rnd.,
NYK,1989,NBA,NYK,45,37,.549,3,0.78,98.2,-0.1,109.4,1.3,108.0,-0.1,Lost E. Conf. Semis,
NYK,1988,NBA,NYK,52,30,.634,1,3.62,104.4,3.8,111.1,3.3,107.5,-0.3,Lost E. Conf. Semis,
NYK,1987,NBA,NYK,38,44,.463,3,0.14,99.1,-0.5,105.9,-2.1,106.4,-1.6,Lost E. Conf. 1st Rnd.,
NYK,1986,NBA,NYK,24,58,.293,5,-5.42,98.5,-2.3,104.8,-3.5,111.1,2.8,,
NYK,1985,NBA,NYK,23,59,.280,5,-4.82,98.6,-3.5,99.5,-7.7,105.2,-2.0,,
NYK,1984,NBA,NYK,24,58,.293,5,-4.09,99.5,-2.6,104.9,-3.0,109.6,1.7,,
NYK,1983,NBA,NYK,47,35,.573,3,3.79,99.0,-2.4,107.0,-0.6,103.1,-4.5,Lost E. Conf. Semis,
NYK,1982,NBA,NYK,44,38,.537,4,2.58,97.0,-6.1,102.4,-2.3,99.9,-4.8,Lost E. Conf. Semis,
NYK,1981,NBA,NYK,33,49,.402,5,-2.15,99.5,-1.4,106.0,-0.9,108.6,1.7,,
NYK,1980,NBA,NYK,50,32,.610,3,2.00,101.0,-0.8,106.0,0.5,104.4,-1.1,Lost E. Conf. 1st Rnd.,
NYK,1979,NBA,NYK,39,43,.476,4,-0.96,106.5,3.4,106.5,1.2,107.5,2.2,,
NYK,1978,NBA,NYK,31,51,.378,4,-3.29,104.9,-0.9,102.2,-1.6,105.4,1.6,,
NYK,1977,NBA,NYK,43,39,.524,2,-0.53,109.7,3.0,101.7,0.8,102.2,1.3,Lost E. Conf. Semis,
NYK,1976,NBA,NYK,40,42,.488,3,0.01,108.1,1.6,100.1,0.6,100.1,0.6,,
NYK,1975,NBA,NYK,38,44,.463,4,-1.05,104.1,-1.4,98.0,-0.3,99.2,0.9,,
NYK,1974,NBA,NYK,40,42,.488,3,-0.92,103.1,-1.4,97.1,-0.6,98.3,0.6,Lost E. Conf. 1st Rnd.,
NYK,1973,NBA,NYK,49,33,.598,2,2.42,103.5,-4.3,97.4,-0.3,94.7,-3.0,Lost E. Conf. Finals,
NYK,1972,NBA,NYK,57,25,.695,2,6.07,105.9,-4.8,98.9,2.1,92.5,-4.3,Won Finals,
NYK,1971,NBA,NYK,48,34,.585,2,2.28,108.0,-4.0,98.5,0.6,96.3,-1.6,Lost Finals,
NYK,1970,NBA,NYK,52,30,.634,1,5.05,112.2,-2.9,97.8,0.6,93.3,-3.9,Lost E. Conf. Finals,
NYK,1969,NBA,NYK,60,22,.732,1,8.42,114.3,-2.8,100.3,1.3,92.4,-6.6,Won Finals,
NYK,1968,NBA,NYK,54,28,.659,3,5.48,112.4,-4.5,98.4,2.9,93.3,-2.2,Lost E. Div. Finals,
NYK,1967,NBA,NYK,43,39,.524,3,1.78,117.2,-2.6,98.1,1.3,96.5,-0.3,Lost E. Div. Semis,
NYK,1966,NBA,NYK,36,45,.444,4,-2.74,118.5,-3.1,97.9,1.8,100.5,4.4,Lost E. Div. Semis,
NYK,1965,NBA,NYK,30,50,.375,4,-2.31,118.9,-2.5,97.8,2.9,99.9,5.0,,
NYK,1964,NBA,NYK,31,49,.388,4,-3.26,113.5,-3.8,93.2,-0.4,96.4,2.8,,
NYK,1963,NBA,NYK,22,58,.275,4,-5.91,117.1,3.9,95.4,0.8,101.2,6.6,,
NYK,1962,NBA,NYK,21,59,.263,4,-6.20,117.5,2.5,93.5,-2.4,99.7,3.8,,
NYK,1961,NBA,NYK,29,51,.363,4,-3.98,125.6,4.3,91.2,-2.4,95.0,1.4,,
NYK,1960,NBA,NYK,21,58,.266,4,-5.43,122.9,-0.6,91.9,-0.2,97.1,5.0,,
NYK,1959,NBA,NYK,27,48,.360,4,-1.43,125.9,3.6,93.0,1.9,94.9,3.8,,
NYK,1958,NBA,NYK,40,32,.556,2,0.49,118.0,6.0,93.0,2.8,92.7,2.5,Lost E. Div. Semis,
NYK,1957,NBA,NYK,35,37,.486,4,1.35,121.5,4.5,91.7,2.9,90.8,2.0,,
NYK,1956,NBA,NYK,36,36,.500,4,0.07,110.5,5.6,90.6,1.7,90.7,1.8,,
NYK,1955,NBA,NYK,35,37,.486,4,-0.20,106.5,3.7,92.4,2.1,92.8,2.5,Lost E. Div. Third Place Tiebreaker,
NYK,1954,NBA,NYK,38,34,.528,2,0.11,101.8,3.7,90.2,0.4,90.1,0.3,Lost E. Div. Semis,
NYK,1953,NBA,NYK,44,28,.611,1,-0.16,87.4,3.8,89.3,1.8,89.4,1.9,Eliminated in E. Div. Rnd. Robin,
NYK,1952,NBA,NYK,47,23,.671,1,4.39,93.1,12.6,90.5,2.5,85.0,-2.7,Lost Finals,
NYK,1951,NBA,NYK,37,29,.561,3,0.67,94.9,9.1,88.7,1.8,87.9,1.0,Lost Finals,
NYK,1950,NBA,NYK,36,30,.545,3,0.49,94.8,9.3,88.0,2.9,87.6,2.5,Lost Finals,
NYK,1949,NBA,NYK,40,28,.588,2,2.53,,,,,,,Lost E. Div. Finals,
NYK,1948,BAA,NYK,32,28,.533,2,1.24,,,,,,,Lost E. Div. Finals,
NYK,1947,BAA,NYK,26,22,.542,2,2.30,,,,,,,Lost Quarterfinals,
NYK,1946,BAA,NYK,33,27,.550,3,0.58,,,,,,,Lost Semis,
OKC,2014,NBA,OKC,25,25,.500,2,1.38,94.5,0.7,104.4,-1.4,103.3,-2.5,,
OKC,2013,NBA,OKC,59,23,.720,1,6.66,95.4,1.5,110.5,3.8,103.9,-2.8,Lost W. Conf. Finals,
OKC,2012,NBA,OKC,60,22,.732,1,9.15,93.3,1.3,112.4,6.5,102.6,-3.3,Lost W. Conf. Semis,
OKC,2011,NBA,OKC,47,19,.712,1,6.44,93.0,1.7,109.8,5.2,103.2,-1.4,Lost Finals,
OKC,2010,NBA,OKC,55,27,.671,1,3.81,92.7,0.6,111.2,3.9,107.2,-0.1,Lost W. Conf. Finals,
OKC,2009,NBA,OKC,50,32,.610,4,3.55,93.1,0.4,108.3,0.7,104.6,-3.0,Lost W. Conf. 1st Rnd.,
OKC,2008,NBA,OKC,23,59,.280,5,-6.04,93.6,1.9,102.9,-5.4,109.4,1.1,,
OKC,2007,NBA,SEA,20,62,.244,5,-8.04,96.3,3.9,100.5,-7.0,109.5,2.0,,
OKC,2006,NBA,SEA,31,51,.378,5,-2.45,91.8,-0.1,107.2,0.7,110.3,3.8,,
OKC,2005,NBA,SEA,35,47,.427,3,-2.88,91.6,1.1,111.1,4.9,114.4,8.2,,
OKC,2004,NBA,SEA,52,30,.634,1,2.59,87.9,-3.0,112.2,6.1,109.6,3.5,Lost W. Conf. Semis,
OKC,2003,NBA,SEA,37,45,.451,5,0.02,89.9,-0.2,107.3,4.4,108.0,5.1,,
OKC,2002,NBA,SEA,40,42,.488,5,0.37,88.0,-3.0,103.7,0.1,103.9,0.3,,
OKC,2001,NBA,SEA,45,37,.549,4,3.24,89.0,-1.7,108.9,4.4,105.6,1.1,Lost W. Conf. 1st Rnd.,
OKC,2000,NBA,SEA,44,38,.537,5,0.55,91.6,0.3,105.6,2.6,105.6,2.6,,
OKC,1999,NBA,SEA,45,37,.549,4,1.17,93.4,0.3,105.6,1.5,104.6,0.5,Lost W. Conf. 1st Rnd.,
OKC,1998,NBA,SEA,25,25,.500,5,-1.43,89.6,0.7,105.0,2.8,106.2,4.0,,
OKC,1997,NBA,SEA,61,21,.744,1,6.33,89.8,-0.5,111.6,6.6,103.6,-1.4,Lost W. Conf. Semis,
OKC,1996,NBA,SEA,57,25,.695,1,6.91,90.3,0.2,111.2,4.5,102.7,-4.0,Lost W. Conf. Semis,
OKC,1995,NBA,SEA,64,18,.780,1,7.40,93.8,2.0,110.3,2.7,102.1,-5.5,Lost Finals,
OKC,1994,NBA,SEA,57,25,.695,2,7.91,95.5,2.6,114.8,6.5,106.3,-2.0,Lost W. Conf. 1st Rnd.,
OKC,1993,NBA,SEA,63,19,.768,1,8.68,95.1,0.0,111.1,4.8,101.5,-4.8,Lost W. Conf. 1st Rnd.,
OKC,1992,NBA,SEA,55,27,.671,2,6.66,96.0,-0.8,112.3,4.3,104.9,-3.1,Lost W. Conf. Finals,
OKC,1991,NBA,SEA,47,35,.573,4,1.86,95.4,-1.2,110.7,2.5,108.8,0.6,Lost W. Conf. Semis,
OKC,1990,NBA,SEA,41,41,.500,5,1.31,96.2,-1.6,109.7,1.8,108.5,0.6,Lost W. Conf. 1st Rnd.,
OKC,1989,NBA,SEA,41,41,.500,4,1.40,95.3,-3.0,110.9,2.8,109.8,1.7,,
OKC,1988,NBA,SEA,47,35,.573,3,2.44,100.1,-0.5,111.5,3.7,108.6,0.8,Lost W. Conf. Semis,
OKC,1987,NBA,SEA,44,38,.537,3,1.29,100.2,0.6,110.2,2.2,108.1,0.1,Lost W. Conf. 1st Rnd.,
OKC,1986,NBA,SEA,39,43,.476,4,0.08,101.8,1.0,110.7,2.4,110.3,2.0,Lost W. Conf. Finals,
OKC,1985,NBA,SEA,31,51,.378,5,-0.47,97.4,-4.7,105.9,-1.3,106.0,-1.2,,
OKC,1984,NBA,SEA,31,51,.378,4,-5.44,99.3,-2.8,102.8,-5.1,108.2,0.3,,
OKC,1983,NBA,SEA,42,40,.512,3,-0.34,99.7,-1.7,107.9,0.3,108.1,0.5,Lost W. Conf. 1st Rnd.,
OKC,1982,NBA,SEA,48,34,.585,3,2.88,103.2,0.1,105.9,1.2,102.8,-1.9,Lost W. Conf. 1st Rnd.,
OKC,1981,NBA,SEA,52,30,.634,2,3.69,100.0,-0.9,106.4,-0.5,102.3,-4.6,Lost W. Conf. Semis,
OKC,1980,NBA,SEA,34,48,.415,6,-1.84,100.3,-1.5,103.2,-2.3,104.8,-0.7,,
OKC,1979,NBA,SEA,56,26,.683,2,4.24,101.8,-1.3,105.8,0.5,101.2,-4.1,Lost W. Conf. Finals,
OKC,1978,NBA,SEA,52,30,.634,1,2.69,103.4,-2.4,102.7,-1.1,100.1,-3.7,Won Finals,
OKC,1977,NBA,SEA,47,35,.573,3,1.48,104.8,-1.9,99.2,-1.7,97.7,-3.2,Lost Finals,
OKC,1976,NBA,SEA,40,42,.488,4,-1.43,106.8,0.3,96.7,-2.8,98.2,-1.3,,
OKC,1975,NBA,SEA,43,39,.524,2,-0.15,107.7,2.2,98.3,0.0,98.6,0.3,Lost W. Conf. Semis,
OKC,1974,NBA,SEA,43,39,.524,2,-1.19,105.5,1.0,96.7,-1.0,97.7,0.0,Lost W. Conf. Semis,
OKC,1973,NBA,SEA,36,46,.439,3,-2.29,110.2,2.4,96.8,-0.9,99.1,1.4,,
OKC,1972,NBA,SEA,26,56,.317,4,-5.33,110.0,-0.7,93.8,-3.0,99.1,2.3,,
OKC,1971,NBA,SEA,47,35,.573,3,0.86,110.5,-1.5,98.5,0.6,98.1,0.2,,
OKC,1970,NBA,SEA,38,44,.463,4,-1.53,116.5,1.4,98.4,1.2,100.1,2.9,,
OKC,1969,NBA,SEA,36,46,.439,5,-2.43,116.4,-0.7,100.0,1.0,102.1,3.1,,
OKC,1968,NBA,SEA,30,52,.366,6,-4.68,117.4,0.5,94.7,-0.8,98.8,3.3,,
OKC,1967,NBA,SEA,23,59,.280,5,-6.00,123.9,4.1,95.4,-1.4,100.6,3.8,,
ORL,2014,NBA,ORL,16,37,.302,5,-5.99,94.2,0.4,101.6,-4.2,108.1,2.3,,
ORL,2013,NBA,ORL,23,59,.280,5,-5.88,93.6,-0.3,101.7,-5.0,107.4,0.7,,
ORL,2012,NBA,ORL,20,62,.244,5,-7.12,92.2,0.2,101.6,-4.3,109.1,3.2,,
ORL,2011,NBA,ORL,37,29,.561,3,0.46,89.0,-2.3,105.0,0.4,104.1,-0.5,Lost E. Conf. 1st Rnd.,
ORL,2010,NBA,ORL,52,30,.634,2,4.92,91.2,-0.9,107.9,0.6,102.0,-5.3,Lost E. Conf. 1st Rnd.,
ORL,2009,NBA,ORL,59,23,.720,1,7.12,92.0,-0.7,111.4,3.8,103.3,-4.3,Lost E. Conf. Finals,
ORL,2008,NBA,ORL,59,23,.720,1,6.48,92.3,0.6,109.2,0.9,101.9,-6.4,Lost Finals,
ORL,2007,NBA,ORL,52,30,.634,1,4.79,93.4,1.0,111.3,3.8,105.5,-2.0,Lost E. Conf. Semis,
ORL,2006,NBA,ORL,40,42,.488,3,0.35,89.9,-2.0,104.9,-1.6,104.1,-2.4,Lost E. Conf. 1st Rnd.,
ORL,2005,NBA,ORL,36,46,.439,3,-1.26,88.3,-2.2,106.3,0.1,107.5,1.3,,
ORL,2004,NBA,ORL,36,46,.439,3,-2.52,94.7,3.8,104.9,-1.2,107.3,1.2,,
ORL,2003,NBA,ORL,21,61,.256,7,-7.25,90.8,0.7,102.7,-0.2,110.4,7.5,,
ORL,2002,NBA,ORL,42,40,.512,4,-0.39,93.1,2.1,105.2,1.6,105.0,1.4,Lost E. Conf. 1st Rnd.,
ORL,2001,NBA,ORL,44,38,.537,3,1.25,93.2,2.5,107.0,2.5,105.3,0.8,Lost E. Conf. 1st Rnd.,
ORL,2000,NBA,ORL,43,39,.524,4,0.39,93.2,1.9,103.2,0.2,102.1,-0.9,Lost E. Conf. 1st Rnd.,
ORL,1999,NBA,ORL,41,41,.500,4,0.43,97.3,4.2,102.4,-1.7,101.7,-2.4,,
ORL,1998,NBA,ORL,33,17,.660,2,3.11,88.8,-0.1,100.3,-1.9,97.4,-4.8,Lost E. Conf. 1st Rnd.,
ORL,1997,NBA,ORL,41,41,.500,5,-0.53,87.1,-3.2,102.6,-2.4,103.8,-1.2,,
ORL,1996,NBA,ORL,45,37,.549,3,-0.07,88.3,-1.8,105.6,-1.1,106.0,-0.7,Lost E. Conf. 1st Rnd.,
ORL,1995,NBA,ORL,60,22,.732,1,5.40,91.8,0.0,112.9,5.3,106.9,-0.7,Lost E. Conf. Finals,
ORL,1994,NBA,ORL,57,25,.695,1,6.44,95.1,2.2,115.1,6.8,107.8,-0.5,Lost Finals,
ORL,1993,NBA,ORL,50,32,.610,2,3.68,95.2,0.1,110.8,4.5,106.7,0.4,Lost E. Conf. 1st Rnd.,
ORL,1992,NBA,ORL,41,41,.500,4,1.35,96.3,-0.5,108.5,0.5,107.1,-0.9,,
ORL,1991,NBA,ORL,21,61,.256,7,-6.52,98.0,1.4,103.5,-4.7,110.5,2.3,,
ORL,1990,NBA,ORL,31,51,.378,4,-3.79,99.5,1.7,105.9,-2.0,109.9,2.0,,
ORL,1989,NBA,ORL,18,64,.220,7,-8.73,104.1,5.8,105.8,-2.3,114.3,6.2,,
PHI,2014,NBA,PHI,11,40,.216,4,-10.67,95.5,1.7,93.8,-12.0,105.4,-0.4,,
PHI,2013,NBA,PHI,19,63,.232,5,-10.66,99.2,5.3,99.4,-7.3,109.9,3.2,,
PHI,2012,NBA,PHI,34,48,.415,4,-3.51,91.0,-1.0,102.0,-3.9,105.7,-0.2,,
PHI,2011,NBA,PHI,35,31,.530,3,3.59,89.7,-1.6,103.9,-0.7,99.2,-5.4,Lost E. Conf. Semis,
PHI,2010,NBA,PHI,41,41,.500,3,1.01,91.7,-0.4,106.6,-0.7,105.0,-2.3,Lost E. Conf. 1st Rnd.,
PHI,2009,NBA,PHI,27,55,.329,4,-3.93,91.6,-1.1,106.1,-1.5,110.3,2.7,,
PHI,2008,NBA,PHI,41,41,.500,2,0.16,90.0,-1.7,107.9,-0.4,107.8,-0.5,Lost E. Conf. 1st Rnd.,
PHI,2007,NBA,PHI,40,42,.488,3,0.19,90.4,-2.0,106.4,-1.1,106.0,-1.5,Lost E. Conf. 1st Rnd.,
PHI,2006,NBA,PHI,35,47,.427,3,-3.26,90.7,-1.2,103.6,-2.9,106.9,0.4,,
PHI,2005,NBA,PHI,38,44,.463,2,-2.10,92.7,2.2,106.0,-0.2,108.1,1.9,,
PHI,2004,NBA,PHI,43,39,.524,2,-1.07,94.9,4.0,103.5,-2.6,104.3,-1.8,Lost E. Conf. 1st Rnd.,
PHI,2003,NBA,PHI,33,49,.402,5,-2.95,88.0,-2.1,99.1,-3.8,101.9,-1.0,,
PHI,2002,NBA,PHI,48,34,.585,2,1.76,91.4,0.4,105.0,1.4,102.5,-1.1,Lost E. Conf. Semis,
PHI,2001,NBA,PHI,43,39,.524,4,1.27,88.9,-1.8,102.1,-2.4,100.3,-4.2,Lost E. Conf. 1st Rnd.,
PHI,2000,NBA,PHI,56,26,.683,1,3.64,90.6,-0.7,103.6,0.6,98.9,-4.1,Lost Finals,
PHI,1999,NBA,PHI,49,33,.598,3,1.02,92.7,-0.4,101.5,-2.6,100.0,-4.1,Lost E. Conf. Semis,
PHI,1998,NBA,PHI,28,22,.560,3,2.56,88.6,-0.3,99.9,-2.3,97.6,-4.6,Lost E. Conf. Semis,
PHI,1997,NBA,PHI,31,51,.378,7,-1.89,90.4,0.1,102.8,-2.2,105.4,0.4,,
PHI,1996,NBA,PHI,22,60,.268,6,-5.89,95.3,5.2,104.6,-2.1,111.4,4.7,,
PHI,1995,NBA,PHI,18,64,.220,7,-9.45,92.2,0.4,102.2,-5.4,113.0,5.4,,
PHI,1994,NBA,PHI,24,58,.293,6,-5.06,91.0,-1.9,104.1,-4.2,109.7,1.4,,
PHI,1993,NBA,PHI,25,57,.305,6,-7.37,95.7,0.6,101.7,-4.6,109.7,3.4,,
PHI,1992,NBA,PHI,26,56,.317,6,-5.25,98.5,1.7,104.6,-3.4,110.4,2.4,,
PHI,1991,NBA,PHI,35,47,.427,5,-1.34,93.7,-2.9,108.3,0.1,109.7,1.5,,
PHI,1990,NBA,PHI,44,38,.537,2,-0.39,95.7,-2.1,107.9,0.0,108.1,0.2,Lost E. Conf. Semis,
PHI,1989,NBA,PHI,53,29,.646,1,4.23,96.5,-1.8,113.5,5.4,108.4,0.3,Lost E. Conf. Semis,
PHI,1988,NBA,PHI,46,36,.561,2,1.68,98.5,-2.1,113.0,5.2,111.5,3.7,Lost E. Conf. 1st Rnd.,
PHI,1987,NBA,PHI,36,46,.439,4,-0.79,96.0,-3.6,108.8,0.8,110.3,2.3,,
PHI,1986,NBA,PHI,45,37,.549,2,0.11,97.3,-3.5,108.3,0.0,108.5,0.2,Lost E. Conf. 1st Rnd.,
PHI,1985,NBA,PHI,54,28,.659,2,2.46,100.5,-1.6,108.6,1.4,106.3,-0.9,Lost E. Conf. Semis,
PHI,1984,NBA,PHI,58,24,.707,2,4.17,100.8,-1.3,111.3,3.4,107.3,-0.6,Lost E. Conf. Finals,
PHI,1983,NBA,PHI,52,30,.634,2,2.39,99.6,-1.8,106.8,-0.8,104.6,-3.0,Lost E. Conf. 1st Rnd.,
PHI,1982,NBA,PHI,65,17,.793,1,7.53,102.7,-0.4,108.3,3.6,100.9,-3.8,Won Finals,
PHI,1981,NBA,PHI,58,24,.707,2,5.74,100.6,-0.3,109.6,2.7,103.9,-3.0,Lost Finals,
PHI,1980,NBA,PHI,62,20,.756,2,7.76,103.4,1.6,107.0,1.5,99.5,-6.0,Lost E. Conf. Finals,
PHI,1979,NBA,PHI,59,23,.720,2,4.04,103.0,-0.1,105.0,-0.3,101.0,-4.3,Lost Finals,
PHI,1978,NBA,PHI,47,35,.573,2,1.74,106.7,0.9,102.0,-1.8,100.3,-3.5,Lost E. Conf. Semis,
PHI,1977,NBA,PHI,55,27,.671,1,4.87,108.4,1.7,105.0,4.1,100.3,-0.6,Lost E. Conf. Finals,
PHI,1976,NBA,PHI,50,32,.610,1,3.78,108.3,1.8,101.2,1.7,97.6,-1.9,Lost Finals,
PHI,1975,NBA,PHI,46,36,.561,2,0.33,107.5,2.0,98.2,-0.1,98.0,-0.3,Lost E. Conf. 1st Rnd.,
PHI,1974,NBA,PHI,34,48,.415,4,-2.60,103.4,-1.1,95.8,-1.9,98.8,1.1,,
PHI,1973,NBA,PHI,25,57,.305,4,-5.94,108.3,0.5,93.1,-4.6,99.0,1.3,,
PHI,1972,NBA,PHI,9,73,.110,4,-11.50,115.2,4.5,90.2,-6.6,100.6,3.8,,
PHI,1971,NBA,PHI,30,52,.366,3,-3.44,115.8,3.8,96.4,-1.5,99.5,1.6,,
PHI,1970,NBA,PHI,47,35,.573,2,1.81,115.7,0.6,98.8,1.6,97.5,0.3,Lost E. Conf. Semis,
PHI,1969,NBA,PHI,42,40,.512,4,3.32,120.9,3.8,100.5,1.5,97.7,-1.3,Lost E. Div. Semis,
PHI,1968,NBA,PHI,55,27,.671,2,4.79,120.4,3.5,98.1,2.6,93.9,-1.6,Lost E. Div. Semis,
PHI,1967,NBA,PHI,62,20,.756,1,7.96,124.3,4.5,98.1,1.3,91.2,-5.6,Lost E. Div. Finals,
PHI,1966,NBA,PHI,68,13,.840,1,8.50,122.9,1.3,101.5,5.4,93.9,-2.2,Won Finals,
PHI,1965,NBA,PHI,55,25,.688,1,4.16,122.8,1.4,95.3,0.4,91.5,-3.4,Lost E. Div. Finals,
PHI,1964,NBA,PHI,40,40,.500,3,-0.13,119.1,1.8,94.1,0.5,94.2,0.6,Lost E. Div. Finals,
PHI,1963,NBA,PHI,34,46,.425,3,-3.75,119.4,6.2,93.8,-0.8,97.5,2.9,Lost E. Div. Semis,
PHI,1962,NBA,SYR,48,32,.600,2,3.40,123.3,8.3,98.4,2.5,95.3,-0.6,Lost E. Div. Semis,
PHI,1961,NBA,SYR,41,39,.513,3,2.24,128.8,7.5,93.4,-0.2,91.6,-2.0,Lost E. Div. Semis,
PHI,1960,NBA,SYR,38,41,.481,3,1.93,129.1,5.6,93.6,1.5,91.9,-0.2,Lost E. Div. Finals,
PHI,1959,NBA,SYR,45,30,.600,3,2.77,127.2,4.9,93.1,2.0,91.0,-0.1,Lost E. Div. Semis,
PHI,1958,NBA,SYR,35,37,.486,3,3.74,121.0,9.0,92.5,2.3,89.2,-1.0,Lost E. Div. Finals,
PHI,1957,NBA,SYR,41,31,.569,2,2.18,119.1,2.1,89.9,1.1,88.1,-0.7,Lost E. Div. Semis,
PHI,1956,NBA,SYR,38,34,.528,2,-1.03,112.3,7.4,88.3,-0.6,89.5,0.6,Lost E. Div. Finals,
PHI,1955,NBA,SYR,35,37,.486,3,0.17,108.5,5.7,88.0,-2.3,88.0,-2.3,Lost E. Div. Finals,
PHI,1954,NBA,SYR,43,29,.597,1,1.23,103.6,5.5,87.5,-2.3,86.2,-3.6,Won Finals,
PHI,1953,NBA,SYR,42,30,.583,2,4.27,93.5,9.9,88.2,0.7,83.0,-4.5,Lost Finals,
PHI,1952,NBA,SYR,47,24,.662,2,3.62,92.8,12.3,90.6,2.6,86.0,-1.7,Lost E. Div. Semis,
PHI,1951,NBA,SYR,40,26,.606,1,3.94,96.1,10.3,89.2,2.3,84.6,-2.3,Lost E. Div. Finals,
PHI,1950,NBA,SYR,32,34,.485,4,0.62,98.1,12.6,86.4,1.3,85.9,0.8,Lost E. Div. Finals,
PHI,1949,NBA,SYR,51,13,.797,1,6.48,,,,,,,Lost Finals,
PHO,2014,NBA,PHO,29,23,.558,3,1.49,96.7,2.9,108.4,2.6,106.9,1.1,,
PHO,2013,NBA,PHO,48,34,.585,3,3.02,95.8,1.9,109.5,2.8,106.7,0.0,,
PHO,2012,NBA,PHO,25,57,.305,5,-5.75,93.4,1.4,101.2,-4.7,108.1,2.2,,
PHO,2011,NBA,PHO,33,33,.500,3,0.29,92.6,1.3,106.2,1.6,106.5,1.9,,
PHO,2010,NBA,PHO,40,42,.488,2,-0.46,94.4,2.3,109.5,2.2,110.4,3.1,,
PHO,2009,NBA,PHO,54,28,.659,2,4.67,95.3,2.6,115.3,7.7,110.2,2.6,Lost W. Conf. Finals,
PHO,2008,NBA,PHO,46,36,.561,2,1.62,96.0,4.3,113.6,5.3,111.6,3.3,,
PHO,2007,NBA,PHO,55,27,.671,2,5.14,96.7,4.3,113.3,5.8,108.1,0.6,Lost W. Conf. 1st Rnd.,
PHO,2006,NBA,PHO,61,21,.744,1,7.28,95.6,3.7,113.9,7.4,106.4,-0.1,Lost W. Conf. Semis,
PHO,2005,NBA,PHO,54,28,.659,1,5.48,95.8,5.3,111.5,5.3,105.8,-0.4,Lost W. Conf. Finals,
PHO,2004,NBA,PHO,62,20,.756,1,7.08,95.9,5.0,114.5,8.4,107.1,1.0,Lost W. Conf. Finals,
PHO,2003,NBA,PHO,29,53,.354,6,-2.94,92.6,2.5,101.4,-1.5,105.5,2.6,,
PHO,2002,NBA,PHO,44,38,.537,4,1.57,91.5,0.5,103.7,0.1,102.5,-1.1,Lost W. Conf. 1st Rnd.,
PHO,2001,NBA,PHO,36,46,.439,6,-0.30,91.4,0.7,103.3,-1.2,104.0,-0.5,,
PHO,2000,NBA,PHO,51,31,.622,3,2.63,93.1,1.8,100.3,-2.7,98.0,-5.0,Lost W. Conf. 1st Rnd.,
PHO,1999,NBA,PHO,53,29,.646,3,5.24,94.0,0.9,104.6,0.5,99.0,-5.1,Lost W. Conf. Semis,
PHO,1998,NBA,PHO,27,23,.540,3,2.15,90.0,1.1,105.8,3.6,103.3,1.1,Lost W. Conf. 1st Rnd.,
PHO,1997,NBA,PHO,56,26,.683,3,4.44,91.4,1.1,107.4,2.4,101.8,-3.2,Lost W. Conf. 1st Rnd.,
PHO,1996,NBA,PHO,40,42,.488,4,0.21,93.2,3.1,109.3,2.6,108.6,1.9,Lost W. Conf. 1st Rnd.,
PHO,1995,NBA,PHO,41,41,.500,4,0.28,93.2,1.4,110.3,2.7,110.0,2.4,Lost W. Conf. 1st Rnd.,
PHO,1994,NBA,PHO,59,23,.720,1,3.86,95.9,3.0,114.5,6.2,110.4,2.1,Lost W. Conf. Semis,
PHO,1993,NBA,PHO,56,26,.683,2,4.68,96.7,1.6,111.7,5.4,106.8,0.5,Lost W. Conf. Semis,
PHO,1992,NBA,PHO,62,20,.756,1,6.27,99.8,3.0,113.3,5.3,106.7,-1.3,Lost Finals,
PHO,1991,NBA,PHO,53,29,.646,3,5.68,99.4,2.8,112.1,3.9,106.2,-2.0,Lost W. Conf. Semis,
PHO,1990,NBA,PHO,55,27,.671,3,6.49,101.0,3.2,112.6,4.7,106.1,-1.8,Lost W. Conf. 1st Rnd.,
PHO,1989,NBA,PHO,54,28,.659,3,7.09,100.7,2.4,113.1,5.0,106.2,-1.9,Lost W. Conf. Finals,
PHO,1988,NBA,PHO,55,27,.671,2,6.84,104.5,3.9,113.1,5.3,105.7,-2.1,Lost W. Conf. Finals,
PHO,1987,NBA,PHO,28,54,.341,4,-4.80,101.2,1.6,107.0,-1.0,111.4,3.4,,
PHO,1986,NBA,PHO,36,46,.439,5,-2.63,102.0,1.2,108.0,-0.3,110.3,2.0,,
PHO,1985,NBA,PHO,32,50,.390,3,-3.16,104.8,2.7,104.3,-2.9,107.2,0.0,,
PHO,1984,NBA,PHO,36,46,.439,3,-2.34,102.5,0.4,104.7,-3.2,106.8,-1.1,Lost W. Conf. 1st Rnd.,
PHO,1983,NBA,PHO,41,41,.500,4,0.65,101.4,0.0,108.9,1.3,108.0,0.4,Lost W. Conf. Finals,
