Team_id,Season,No,Player,Pos,Experience
PHI,1994,42,willisc01,PF,4,
PHI,1994,4,wrighsh01,C,0,
PHI,1993,50,austiis01,C,2,
PHI,1993,3,barroda01,PG,4,
PHI,1993,11,bolma01,C,8,
PHI,1993,76,bradlsh01,C,0,
PHI,1993,20,currymi01,SG,0,
PHI,1993,12,dawkijo01,PG,7,
PHI,1993,40,edwarbi01,PF,0,
PHI,1993,20,grahagr01,SG,0,
PHI,1993,7,greense01,PF,2,
PHI,1993,14,hornaje01,SG,7,
PHI,1993,43,kiddwa01,PF,0,
PHI,1993,45,leckner01,C,4,
PHI,1993,25,malonje01,SG,10,
PHI,1993,2,malonmo01,C,19,
PHI,1993,23,perryti01,PF,5,
PHI,1993,35,weathcl01,SF,1,
PHI,1993,0,woolror01,SF,12,
PHI,1992,20,anderro01,SF,8,
PHI,1992,11,bolma01,C,7,
PHI,1992,12,dawkijo01,PG,6,
PHI,1992,35,gilliar01,PF,5,
PHI,1992,3,grantgr01,PG,3,
PHI,1992,33,hawkihe01,PG,4,
PHI,1992,14,hornaje01,SG,6,
PHI,1992,55,jordath01,PF,0,
PHI,1992,28,langan01,C,4,
PHI,1992,21,payneke01,SF,3,
PHI,1992,23,perryti01,PF,4,
PHI,1992,17,shackch01,C,3,
PHI,1992,30,weathcl01,SF,0,
PHI,1992,55,wilkied01,PF,5,
PHI,1991,20,anderro01,SF,7,
PHI,1991,45,anslemi01,SF,2,
PHI,1991,32,barklch01,PF,7,
PHI,1991,11,bolma01,C,6,
PHI,1991,12,dawkijo01,PG,5,
PHI,1991,35,gilliar01,PF,4,
PHI,1991,3,grantgr01,PG,2,
PHI,1991,33,hawkihe01,SG,3,
PHI,1991,40,hoppeda01,C,4,
PHI,1991,25,mayesth01,SG,0,
PHI,1991,31,olivebr01,SG,1,
PHI,1991,21,payneke01,SF,2,
PHI,1991,43,rulanje01,C,6,
PHI,1991,14,shackch01,C,2,
PHI,1991,23,wiggimi01,SG,5,
PHI,1991,55,willija01,PF,1,
PHI,1990,20,anderro01,SF,6,
PHI,1990,34,barklch01,PF,6,
PHI,1990,11,bolma01,C,5,
PHI,1990,12,dawkijo01,PG,4,
PHI,1990,8,eliema01,SG,0,
PHI,1990,22,farmeji01,SG,3,
PHI,1990,35,gilliar01,PF,3,
PHI,1990,42,gminsmi01,C,10,
PHI,1990,9,greenri01,PG,12,
PHI,1990,3,harrito01,SG,0,
PHI,1990,33,hawkihe01,SG,2,
PHI,1990,40,hoppeda01,C,3,
PHI,1990,44,mahorri01,C,10,
PHI,1990,31,olivebr01,SG,0,
PHI,1990,21,payneke01,SF,1,
PHI,1990,50,reidro01,SF,12,
PHI,1990,4,turnean01,PG,4,
PHI,1990,55,willija01,PF,0,
PHI,1989,20,anderro01,SF,5,
PHI,1989,34,barklch01,PF,5,
PHI,1989,1,brooksc01,PG,1,
PHI,1989,7,copella01,SG,0,
PHI,1989,12,dawkijo01,PG,3,
PHI,1989,8,gaineco01,SG,1,
PHI,1989,42,gminsmi01,C,9,
PHI,1989,33,hawkihe01,SG,1,
PHI,1989,30,lloydle01,SG,6,
PHI,1989,44,mahorri01,PF,9,
PHI,1989,40,nimphku01,C,7,
PHI,1989,18,payneke01,SF,0,
PHI,1989,14,shousde01,PG,0,
PHI,1989,21,smithde02,SF,7,
PHI,1989,23,thornbo01,PF,4,
PHI,1989,31,vinceja01,SF,8,
PHI,1988,20,anderro01,SF,4,
PHI,1988,34,barklch01,PF,4,
PHI,1988,1,brooksc01,PG,0,
PHI,1988,10,cheekma01,PG,10,
PHI,1988,54,colembe01,PF,2,
PHI,1988,42,gminsmi01,C,8,
PHI,1988,33,hawkihe01,SG,0,
PHI,1988,12,hendege01,PG,9,
PHI,1988,31,jonessh01,SF,0,
PHI,1988,8,myerspe01,SG,2,
PHI,1988,,robincl01,SF,9,
PHI,1988,11,rowinji01,C,0,
PHI,1988,21,smithde02,SG,6,
PHI,1988,23,thornbo01,PF,3,
PHI,1988,44,welpch01,C,1,
PHI,1988,25,wingada01,SG,2,
PHI,1987,30,askewvi01,SG,0,
PHI,1987,34,barklch01,PF,3,
PHI,1987,10,cheekma01,PG,9,
PHI,1987,40,colembe01,PF,1,
PHI,1987,14,coltest01,PG,3,
PHI,1987,42,gminsmi01,C,7,
PHI,1987,3,hendeda01,SG,0,
PHI,1987,12,hendege01,PG,8,
PHI,1987,23,hinsoro01,SF,4,
PHI,1987,17,kingal01,SF,6,
PHI,1987,40,mccorti01,C,3,
PHI,1987,31,mcnamma01,C,4,
PHI,1987,4,robincl01,SF,8,
PHI,1987,45,thornbo01,PF,2,
PHI,1987,22,toneyan01,SG,7,
PHI,1987,20,vraneda01,SF,6,
PHI,1987,44,welpch01,C,0,
PHI,1987,25,wingada01,SG,1,
PHI,1986,34,barklch01,PF,2,
PHI,1986,10,cheekma01,PG,8,
PHI,1986,14,coltest01,PG,2,
PHI,1986,6,ervinju01,SF,15,
PHI,1986,12,freewo01,SG,11,
PHI,1986,21,greenke02,SF,1,
PHI,1986,23,hinsoro01,SF,3,
PHI,1986,11,lamplji01,C,0,
PHI,1986,40,mccorti01,C,2,
PHI,1986,31,mcnamma01,C,3,
PHI,1986,4,robincl01,PF,7,
PHI,1986,43,rulanje01,PF,5,
PHI,1986,3,threase01,PG,3,
PHI,1986,22,toneyan01,SG,6,
PHI,1986,20,vraneda01,SF,5,
PHI,1986,25,wingada01,SG,0,
PHI,1985,34,barklch01,PF,1,
PHI,1985,12,cartebu01,SG,5,
PHI,1985,23,catlete01,PF,0,
PHI,1985,10,cheekma01,PG,7,
PHI,1985,6,ervinju01,SF,14,
PHI,1985,21,greenke02,SF,0,
PHI,1985,45,johnscl01,C,7,
PHI,1985,24,jonesbo01,PF,11,
PHI,1985,2,malonmo01,C,11,
PHI,1985,11,mcadobo01,C,13,
PHI,1985,9,mosspe01,PG,0,
PHI,1985,41,stokegr01,PF,0,
PHI,1985,44,thomppa01,SF,2,
PHI,1985,3,threase01,SG,2,
PHI,1985,22,toneyan01,SG,5,
PHI,1985,11,wintevo01,SF,0,
PHI,1985,20,woodle01,PG,1,
PHI,1985,8,youngmi01,SF,1,
PHI,1984,34,barklch01,PF,0,
PHI,1984,10,cheekma01,PG,6,
PHI,1984,6,ervinju01,SF,13,
PHI,1984,31,hayesst01,C,3,
PHI,1984,8,iavarma01,PF,2,
PHI,1984,45,johnscl01,C,6,
PHI,1984,12,johnsge03,SF,6,
PHI,1984,24,jonesbo01,PF,10,
PHI,1984,2,malonmo01,C,10,
PHI,1984,4,richacl01,SG,5,
PHI,1984,9,threase01,PG,1,
PHI,1984,22,toneyan01,SG,4,
PHI,1984,33,willisa02,PF,3,
PHI,1984,20,woodle01,PG,0,
PHI,1983,10,cheekma01,PG,5,
PHI,1983,14,edwarfr01,PG,2,
PHI,1983,6,ervinju01,SF,12,
PHI,1983,8,iavarma01,PF,1,
PHI,1983,45,johnscl01,C,5,
PHI,1983,24,jonesbo01,PF,9,
PHI,1983,23,jonesch01,PF,0,
PHI,1983,23,kuczebr01,PF,0,
PHI,1983,2,malonmo01,C,9,
PHI,1983,1,matthwe01,PG,3,
PHI,1983,11,rautile01,SF,0,
PHI,1983,4,richacl01,SG,4,
PHI,1983,9,threase01,PG,0,
PHI,1983,22,toneyan01,SG,3,
PHI,1983,33,willisa02,PF,2,
PHI,1982,7,anderjj01,SF,0,
PHI,1982,10,cheekma01,PG,4,
PHI,1982,25,curetea01,C,2,
PHI,1982,14,edwarfr01,PG,1,
PHI,1982,6,ervinju01,SF,11,
PHI,1982,8,iavarma01,PF,0,
PHI,1982,45,johnscl01,C,4,
PHI,1982,33,johnsre01,SF,2,
PHI,1982,24,jonesbo01,PF,8,
PHI,1982,2,malonmo01,C,8,
PHI,1982,31,mcnamma01,C,0,
PHI,1982,4,richacl01,SG,3,
PHI,1982,3,schoeru01,PF,0,
PHI,1982,22,toneyan01,SG,2,
PHI,1981,42,bantomi01,SF,8,
PHI,1981,10,cheekma01,PG,3,
PHI,1981,25,curetea01,PF,1,
PHI,1981,53,dawkida01,C,6,
PHI,1981,14,edwarfr01,PG,0,
PHI,1981,6,ervinju01,SF,10,
PHI,1981,9,hollili01,PG,6,
PHI,1981,18,johnsol01,SF,9,
PHI,1981,24,jonesbo01,PF,7,
PHI,1981,11,jonesca01,C,8,
PHI,1981,23,mixst01,SF,11,
PHI,1981,4,richacl01,SG,2,
PHI,1981,22,toneyan01,SG,1,
PHI,1980,10,cheekma01,PG,2,
PHI,1980,20,collido01,SG,7,
PHI,1980,25,curetea01,C,0,
PHI,1980,44,davismo01,PF,0,
PHI,1980,53,dawkida01,C,5,
PHI,1980,6,ervinju01,SF,9,
PHI,1980,9,hollili01,PG,5,
PHI,1980,18,johnsol01,SF,8,
PHI,1980,24,jonesbo01,PF,6,
PHI,1980,11,jonesca01,C,7,
PHI,1980,23,mixst01,SF,10,
PHI,1980,4,richacl01,SG,1,
PHI,1980,22,toneyan01,SG,0,
PHI,1979,14,bibbyhe01,PG,7,
PHI,1979,10,cheekma01,PG,1,
PHI,1979,20,collido01,SG,6,
PHI,1979,53,dawkida01,C,4,
PHI,1979,6,ervinju01,SF,8,
PHI,1979,9,hollili01,SG,4,
PHI,1979,24,jonesbo01,PF,5,
PHI,1979,11,jonesca01,C,6,
PHI,1979,50,mixst01,SF,9,
PHI,1979,22,moneyer01,PG,5,
PHI,1979,4,richacl01,SG,0,
PHI,1979,30,skinnal01,SG,5,
PHI,1979,34,spanaji01,SG,0,
PHI,1979,3,toonebe01,PF,0,
PHI,1978,14,bibbyhe01,PG,6,
PHI,1978,23,bryanjo01,PF,3,
PHI,1978,42,catchha01,C,4,
PHI,1978,10,cheekma01,PG,0,
PHI,1978,20,collido01,SG,5,
PHI,1978,53,dawkida01,C,3,
PHI,1978,6,ervinju01,SF,7,
PHI,1978,24,jonesbo01,PF,4,
PHI,1978,11,jonesca01,C,5,
PHI,1978,50,mixst01,SF,8,
PHI,1978,22,moneyer01,PG,4,
PHI,1978,4,redmoma01,SG,0,
PHI,1978,44,simpsra01,SG,8,
PHI,1978,30,skinnal01,SG,4,
PHI,1977,14,bibbyhe01,PG,5,
PHI,1977,23,bryanjo01,PF,2,
PHI,1977,42,catchha01,C,3,
PHI,1977,20,collido01,SG,4,
PHI,1977,53,dawkida01,C,2,
PHI,1977,10,dunlemi01,PG,1,
PHI,1977,6,ervinju01,SF,6,
PHI,1977,21,freewo01,SG,2,
PHI,1977,11,jonesca01,C,4,
PHI,1977,12,mcclate01,PG,6,
PHI,1977,30,mcginge01,PF,6,
PHI,1977,50,mixst01,SF,7,
PHI,1977,34,moslegl01,PF,0,
PHI,1977,52,washiwi01,PF,0,
PHI,1976,33,barneji02,SG,10,
PHI,1976,14,bibbyhe01,PG,4,
PHI,1976,23,bryanjo01,PF,1,
PHI,1976,3,cartefr01,SG,7,
PHI,1976,42,catchha01,C,2,
PHI,1976,20,collido01,SG,3,
PHI,1976,53,dawkida01,C,1,
PHI,1976,10,dunlemi01,PG,0,
PHI,1976,6,ervinju01,SF,5,
PHI,1976,21,freewo01,SG,1,
PHI,1976,25,furlote01,SG,0,
PHI,1976,11,jonesca01,C,3,
PHI,1976,30,mcginge01,PF,5,
PHI,1976,50,mixst01,SF,6,
PHI,1975,44,baskeje01,SF,0,
PHI,1975,11,boydfr01,PG,3,
PHI,1975,23,bryanjo01,PF,0,
PHI,1975,3,cartefr01,PG,6,
PHI,1975,42,catchha01,C,1,
PHI,1975,20,collido01,SG,2,
PHI,1975,32,cunnibi01,SF,10,
PHI,1975,53,dawkida01,C,0,
PHI,1975,25,ellisle01,C,13,
PHI,1975,21,freewo01,SG,0,
PHI,1975,24,joneswa02,PG,10,
PHI,1975,34,leecl01,C,9,
PHI,1975,30,mcginge01,PF,4,
PHI,1975,50,mixst01,SF,5,
PHI,1975,22,normaco01,SG,1,
PHI,1974,11,boydfr01,PG,2,
PHI,1974,44,bristal01,SF,1,
PHI,1974,3,cartefr01,PG,5,
PHI,1974,42,catchha01,C,0,
PHI,1974,20,collido01,SG,1,
PHI,1974,32,cunnibi01,SF,9,
PHI,1974,33,durreke01,SF,3,
PHI,1974,25,ellisle01,PF,12,
PHI,1974,34,leecl01,C,8,
PHI,1974,50,mixst01,PF,4,
PHI,1974,22,normaco01,SG,0,
PHI,1974,10,smithdo02,SG,0,
PHI,1974,26,tschojo01,SF,2,
PHI,1974,5,vanarto01,SF,9,
PHI,1974,22,warbipe01,PG,0,
PHI,1974,28,weslewa01,C,8,
PHI,1973,18,boydfr01,PG,1,
PHI,1973,44,bristal01,SF,0,
PHI,1973,14,cannola01,SG,3,
PHI,1973,3,cartefr01,SG,4,
PHI,1973,20,collido01,SG,0,
PHI,1973,25,ellisle01,C,11,
PHI,1973,26,freemro01,SF,0,
PHI,1973,22,jonesla01,PG,7,
PHI,1973,7,kimbato01,PF,7,
PHI,1973,34,maydo01,SF,5,
PHI,1973,50,mixst01,PF,3,
PHI,1973,42,rackllu01,C,4,
PHI,1973,5,vanarto01,SF,8,
PHI,1972,20,awtrede01,C,2,
PHI,1972,34,blockjo01,PF,6,
PHI,1972,18,boydfr01,PG,0,
PHI,1972,23,bridgbi01,PF,10,
PHI,1972,3,cartefr01,SG,3,
PHI,1972,31,countme01,C,8,
PHI,1972,14,ellisle01,PF,10,
PHI,1972,25,greenlu01,PF,2,
PHI,1972,15,greerha01,PG,14,
PHI,1972,42,hallije01,SG,1,
PHI,1972,26,leaksma01,C,4,
PHI,1972,22,loughke01,SG,10,
PHI,1972,,maydo01,SF,4,
PHI,1972,36,pricemi01,SG,2,
PHI,1972,45,rulebo01,C,5,
PHI,1972,54,schluda01,C,4,
PHI,1972,35,sorenda01,PF,2,
PHI,1972,31,trappjo01,SF,4,
PHI,1972,5,vanarto01,SF,7,
PHI,1971,20,awtrede01,C,1,
PHI,1971,23,bridgbi01,PF,9,
PHI,1971,3,cartefr01,SG,2,
PHI,1971,21,clarkar01,PG,5,
PHI,1971,32,cunnibi01,SF,6,
PHI,1971,25,fostefr01,SF,3,
PHI,1971,15,greerha01,PG,13,
PHI,1971,26,henryal01,C,1,
PHI,1971,54,jackslu01,PF,7,
PHI,1971,36,jonesja01,SG,0,
PHI,1971,22,loughke01,SG,9,
PHI,1971,45,rulebo01,C,4,
PHI,1971,12,washiji01,PF,6,
PHI,1971,13,wohlda01,PG,0,
PHI,1971,35,yatesba01,PF,0,
PHI,1970,26,andercl01,SG,3,
PHI,1970,20,awtrede01,C,0,
PHI,1970,21,clarkar01,PG,4,
PHI,1970,11,crawffr01,SG,4,
PHI,1970,32,cunnibi01,SF,5,
PHI,1970,18,dierkco01,C,9,
PHI,1970,25,fostefr01,SF,2,
PHI,1970,15,greerha01,SG,12,
PHI,1970,14,guokama02,SG,4,
PHI,1970,26,henryal01,C,0,
PHI,1970,16,howelba01,PF,11,
PHI,1970,54,jackslu01,C,6,
PHI,1970,24,joneswa02,SG,6,
PHI,1970,28,ogdenbu01,SF,1,
PHI,1970,12,washiji01,PF,5,
PHI,1969,21,clarkar01,PG,3,
PHI,1969,32,cunnibi01,SF,4,
PHI,1969,15,greerha01,SG,11,
PHI,1969,14,guokama02,SG,3,
PHI,1969,20,hetzefr01,SF,4,
PHI,1969,18,imhofda01,C,9,
PHI,1969,54,jackslu01,PF,5,
PHI,1969,24,joneswa02,PG,5,
PHI,1969,28,ogdenbu01,SF,0,
PHI,1969,25,scholda01,F,0,
PHI,1969,12,washiji01,PF,4,
PHI,1969,16,wilsoge01,C,5,
PHI,1968,21,clarkar01,SG,2,
PHI,1968,32,cunnibi01,PF,3,
PHI,1968,12,greenjo01,PF,9,
PHI,1968,15,greerha01,SG,10,
PHI,1968,14,guokama02,SF,2,
PHI,1968,26,halimsh01,SF,0,
PHI,1968,18,imhofda01,C,8,
PHI,1968,54,jackslu01,C,4,
PHI,1968,24,joneswa02,PG,4,
PHI,1968,20,raymocr01,C,0,
PHI,1968,25,walkech01,SF,6,
PHI,1968,16,wilsoge01,C,4,
PHI,1967,13,chambwi01,C,8,
PHI,1967,21,costela01,PG,11,
PHI,1967,32,cunnibi01,SF,2,
PHI,1967,20,filipro01,F,0,
PHI,1967,16,greenjo01,PF,8,
PHI,1967,15,greerha01,SG,9,
PHI,1967,14,guokama02,SG,1,
PHI,1967,54,jackslu01,PF,3,
PHI,1967,24,joneswa02,PG,3,
PHI,1967,28,melchbi01,PG,1,
PHI,1967,12,reidji01,F,0,
PHI,1967,25,walkech01,SF,5,
PHI,1966,13,chambwi01,C,7,
PHI,1966,21,costela01,PG,10,
PHI,1966,32,cunnibi01,SF,1,
PHI,1966,20,gambeda01,SF,8,
PHI,1966,15,greerha01,SG,8,
PHI,1966,14,guokama02,SG,0,
PHI,1966,54,jackslu01,PF,2,
PHI,1966,24,joneswa02,PG,2,
PHI,1966,28,melchbi01,PG,0,
PHI,1966,25,walkech01,SF,4,
PHI,1966,12,weissbo01,PG,1,
PHI,1965,24,biancal01,PG,9,
PHI,1965,22,bransje01,SF,0,
PHI,1965,13,chambwi01,C,6,
PHI,1965,32,cunnibi01,SF,0,
PHI,1965,20-30,gambeda01,SF,7,
PHI,1965,15,greerha01,SG,7,
PHI,1965,35,heymaar01,F-G,2,
PHI,1965,54,jackslu01,PF,1,
PHI,1965,23,joneswa02,PG,1,
PHI,1965,25,walkech01,SF,3,
PHI,1965,12,wardge01,SG,2,
PHI,1965,14,warlebe01,SF,3,
PHI,1965,35,weissbo01,G,0,
PHI,1964,24,biancal01,PG,8,
PHI,1964,13,chambwi01,C,5,
PHI,1964,21,costela01,PG,9,
PHI,1964,5,courtst01,SG,0,
PHI,1964,26,dierkco01,C,3,
PHI,1964,20,gambeda01,SF,6,
PHI,1964,22,greenje01,SG,1,
PHI,1964,15,greerha01,SG,6,
PHI,1964,54,jackslu01,PF,0,
PHI,1964,12,jonesla01,SG,0,
PHI,1964,10,kerrre01,C,10,
PHI,1964,5,neumapa01,PG,3,
PHI,1964,25,walkech01,SF,2,
PHI,1964,14,warlebe01,SF,2,
PHI,1963,24,biancal01,PG,7,
PHI,1963,23,chapple01,F-C,1,
PHI,1963,21,costela01,PG,8,
PHI,1963,29,dierkco01,C,2,
PHI,1963,20,gambeda01,SF,5,
PHI,1963,22,greenje01,SG,0,
PHI,1963,15,greerha01,SG,5,
PHI,1963,10,kerrre01,C,9,
PHI,1963,5,neumapa01,PG,2,
PHI,1963,4,schaydo01,PF,14,
PHI,1963,22,shaffle01,SF,2,
PHI,1963,25,walkech01,SF,1,
PHI,1963,14,warlebe01,PF,1,
PHI,1963,23,whitehu01,SG,1,
SYR,1962,24,biancal01,SG,6,
SYR,1962,23,chapple01,PF,0,
SYR,1962,21,costela01,PG,7,
SYR,1962,20,gambeda01,SF,4,
SYR,1962,15,greerha01,SG,4,
SYR,1962,10,kerrre01,C,8,
SYR,1962,14,meriwpo01,PG,0,
SYR,1962,5,neumapa01,PG,1,
SYR,1962,12,roberjo01,PF,2,
SYR,1962,4,schaydo01,PF,13,
SYR,1962,22,shaffle01,SF,1,
SYR,1962,25,walkech01,SF,0,
SYR,1962,14,warlebe01,PF,0,
SYR,1961,24,biancal01,PG,5,
SYR,1961,21,costela01,PG,6,
SYR,1961,20,gambeda01,SF,3,
SYR,1961,23,grabojo01,PF,12,
SYR,1961,15,greerha01,SG,3,
SYR,1961,11,halbrsw01,C,1,
SYR,1961,10,kerrre01,C,7,
SYR,1961,5,neumapa01,PG,0,
SYR,1961,23,osborch01,PF,0,
SYR,1961,12,roberjo01,PF,1,
SYR,1961,4,schaydo01,PF,12,
SYR,1961,22,shaffle01,SF,0,
SYR,1960,5,barnedi01,SG,1,
SYR,1960,3,becker01,SG,6,
SYR,1960,24,biancal01,PG,4,
SYR,1960,23,cableba01,SF,2,
SYR,1960,21,costela01,PG,5,
SYR,1960,20,gambeda01,SF,2,
SYR,1960,15,greerha01,SG,2,
SYR,1960,11,halbrsw01,C,0,
SYR,1960,10,kerrre01,C,6,
SYR,1960,3,ramseca01,SF,1,
SYR,1960,12,roberjo01,SF,0,
SYR,1960,4,schaydo01,PF,11,
SYR,1959,5,barnedi01,SG,0,
SYR,1959,24,biancal01,PG,3,
SYR,1959,23,cableba01,SF,1,
SYR,1959,21,costela01,PG,4,
SYR,1959,8,dierkco01,C,1,
SYR,1959,15,greerha01,SG,1,
SYR,1959,9,hopkibo01,PF,3,
SYR,1959,10,kerrre01,C,5,
SYR,1959,17,palazto01,SF,5,
SYR,1959,3,rayji01,G,1,
SYR,1959,4,schaydo01,PF,10,
SYR,1959,11,selvyfr01,SG,4,
SYR,1959,5,seymopa01,G-F,11,
SYR,1959,12,yardlge01,SF,6,
SYR,1958,16,biancal01,PG,2,
SYR,1958,11,conlied01,F-G,3,
SYR,1958,6,costela01,PG,3,
SYR,1958,3,dempsge01,PG,4,
SYR,1958,8,dierkco01,C,0,
SYR,1958,15,greerha01,SG,0,
SYR,1958,9,hopkibo01,PF,2,
SYR,1958,3,kearnto01,G,0,
SYR,1958,10,kerrre01,C,4,
SYR,1958,17,palazto01,SF,4,
SYR,1958,4,schaydo01,PF,9,
SYR,1958,5,seymopa01,SG,10,
SYR,1958,12,yardlge01,SF,5,
SYR,1957,16,biancal01,SG,1,
SYR,1957,8-11,conlied01,SF,2,
SYR,1957,6-15,costela01,PG,2,
SYR,1957,3,harribo02,SG,8,
SYR,1957,12,holupjo01,SF,1,
SYR,1957,9,hopkibo01,PF,1,
SYR,1957,10,kerrre01,C,3,
SYR,1957,8-11,lloydea01,SF,6,
SYR,1957,6-17,palazto01,SF,3,
SYR,1957,4,schaydo01,PF,8,
SYR,1957,5,seymopa01,PG,9,
SYR,1956,6,ablefo01,G,0,
SYR,1956,16,biancal01,PG,0,
SYR,1956,8,conlied01,SG,1,
SYR,1956,3,harribo02,SG,7,
SYR,1956,15,hennela01,SG,1,
SYR,1956,12,holupjo01,SF,0,
SYR,1956,9,hopkibo01,C,0,
SYR,1956,10,kerrre01,C,2,
SYR,1956,11,lloydea01,SF,5,
SYR,1956,6,palazto01,SF,2,
SYR,1956,3,rayji01,G,0,
SYR,1956,15,savagdo01,F-G,1,
SYR,1956,3,schafbo01,SG,1,
SYR,1956,4,schaydo01,PF,7,
SYR,1956,5,seymopa01,PG,8,
SYR,1956,17,tuckeji01,PF,2,
SYR,1955,8,conlied01,SF,0,
SYR,1955,12,farledi01,SG,1,
SYR,1955,15,kenvibi01,PG,2,
SYR,1955,10,kerrre01,C,1,
SYR,1955,3,kingge01,PG,4,
SYR,1955,11,lloydea01,SF,4,
SYR,1955,16,rochare01,C,7,
SYR,1955,4,schaydo01,PF,6,
SYR,1955,5,seymopa01,SG,7,
SYR,1955,17,tuckeji01,PF,1,
SYR,1954,12-14,farledi01,SG,0,
SYR,1954,7,gaborbi01,SG,5,
SYR,1954,15,kenvibi01,SG,1,
SYR,1954,10,kerrre01,C,0,
SYR,1954,3,kingge01,PG,3,
SYR,1954,11,lloydea01,SF,3,
SYR,1954,,mooreja01,SF,0,
SYR,1954,8,osterwa01,SF,3,
SYR,1954,16,rochare01,C,6,
SYR,1954,4,schaydo01,PF,5,
SYR,1954,5,seymopa01,SG,6,
SYR,1954,6,simmoco01,C,8,
SYR,1954,14,tuckeji01,PF,0,
SYR,1953,6,earleed01,PF,0,
SYR,1953,7,gaborbi01,SG,4,
SYR,1953,14,govedba01,PG,0,
SYR,1953,15,kenvibi01,PG,0,
SYR,1953,3,kingge01,PG,2,
SYR,1953,10,knostdi01,C,0,
SYR,1953,16,lavoybo01,PF,3,
SYR,1953,11,lloydea01,SF,2,
SYR,1953,12,masinal01,PG,1,
SYR,1953,17,nealji01,C,0,
SYR,1953,6,novakmi01,PF,2,
SYR,1953,8,osterwa01,PF,2,
SYR,1953,4,schaydo01,C,4,
SYR,1953,5,seymopa01,SG,5,
SYR,1952,15,brascji01,G,0,
SYR,1952,,calhobi01,F-G,4,
SYR,1952,15,cervial01,PG,3,
SYR,1952,7,gaborbi01,SG,3,
SYR,1952,6,jorgeno01,C,4,
SYR,1952,3,kingge01,PG,1,
SYR,1952,11,lloydea01,SF,1,
SYR,1952,14,lochmbo01,SF,0,
SYR,1952,8,osterwa01,SF,1,
SYR,1952,16,rochare01,C,5,
SYR,1952,4,schaydo01,PF,3,
SYR,1952,5,seymopa01,SG,4,
SYR,1951,13,calabge01,SG,1,
SYR,1951,15,cervial01,PG,2,
SYR,1951,7,gaborbi01,SG,2,
SYR,1951,6,jorgeno01,C,3,
SYR,1951,3,kingge01,PG,0,
SYR,1951,8-17,osterwa01,SF,0,
SYR,1951,10,ratkoge01,PF,2,
SYR,1951,16,rochare01,C,4,
SYR,1951,9,savagdo01,F-G,0,
SYR,1951,4,schaydo01,PF,2,
SYR,1951,5,seymopa01,SG,3,
SYR,1950,9-12,calabge01,SG,0,
SYR,1950,15,cervial01,PG,1,
SYR,1950,11,chollle01,F,1,
SYR,1950,7,gaborbi01,SG,1,
SYR,1950,10,hannual01,PF,1,
SYR,1950,13,jorgeno01,C,2,
SYR,1950,11,lofgrdo01,F-C,0,
SYR,1950,5,macknjo01,G-F,1,
SYR,1950,13,petered01,C,1,
SYR,1950,6,ratkoge01,PF,1,
SYR,1950,4,schaydo01,F-C,1,
SYR,1950,14,scolafr01,PG,4,
SYR,1950,8,seymopa01,G-F,2,
SYR,1950,14,smawlbe01,SG,4,
SYR,1949,15,cervial01,PG,0,
SYR,1949,9-11,chollle01,F,0,
SYR,1949,4-9,corlera01,G,0,
SYR,1949,7-35,gaborbi01,SG,0,
SYR,1949,10,hannual01,PF,0,
SYR,1949,14,levanan01,F-G,1,
SYR,1949,5,macknjo01,G-F,0,
SYR,1949,13-50,petered01,C,0,
SYR,1949,6-65,ratkoge01,PF,0,
SYR,1949,4-55,schaydo01,F-C,0,
SYR,1949,8-25,seymopa01,G-F,1,
PHO,2014,14,greenge01,SG,7,
PHO,2014,22,plumlmi01,C,2,
PHO,2014,2,bledser01,PG,4,
PHO,2014,25,bullore01,SF,1,
PHO,2014,20,goodwar01,SG,1,
PHO,2014,1,dragigo01,SG,6,
PHO,2014,11,morrima02,PF,3,
PHO,2014,15,morrima03,PF,3,
PHO,2014,17,tuckepj01,SF,3,
PHO,2014,21,lenal01,C,1,
PHO,2014,3,thomais02,PG,3,
PHO,2014,32,wrighbr03,PF,6,
PHO,2014,12,warretj01,SF,0,
PHO,2014,4,ennisty01,PG,0,
PHO,2014,10,dragizo01,SG,0,
PHO,2013,10,barbole01,PG,10,
PHO,2013,2,bledser01,PG,3,
PHO,2013,25,chrisdi01,SF,0,
PHO,2013,1,dragigo01,SG,5,
PHO,2013,8,fryech01,PF,7,
PHO,2013,20,goodwar01,SG,0,
PHO,2013,14,greenge01,SG,6,
PHO,2013,55,kravtvi01,C,1,
PHO,2013,21,lenal01,C,0,
PHO,2013,15,morrima03,SF,2,
PHO,2013,11,morrima02,PF,2,
PHO,2013,22,plumlmi01,C,1,
PHO,2013,43,randosh01,PF,6,
PHO,2013,3,smithis01,PG,3,
PHO,2013,17,tuckepj01,SF,2,
PHO,2012,0,beaslmi01,SF,4,
PHO,2012,26,brownsh01,SG,6,
PHO,2012,1,dragigo01,PG,4,
PHO,2012,3,dudleja01,SF,5,
PHO,2012,10,garredi02,PG,0,
PHO,2012,4,gortama01,C,5,
PHO,2012,98,haddaha01,C,4,
PHO,2012,2,johnswe01,SF,2,
PHO,2012,12,marshke01,PG,0,
PHO,2012,15,morrima03,SF,1,
PHO,2012,11,morrima02,PF,1,
PHO,2012,20,onealje01,C,16,
PHO,2012,14,scolalu01,PF,5,
PHO,2012,31,telfase01,PG,8,
PHO,2012,17,tuckepj01,SG,1,
PHO,2012,40,zellelu01,C,0,
