Team_id,Season,No,Player,Pos,Experience
ATL,1984,53,levincl01,PF,2,
ATL,1984,43,lowesi01,PG,1,
ATL,1984,7,rautile01,SF,1,
ATL,1984,25,riverdo01,PG,1,
ATL,1984,30,rollitr01,C,7,
ATL,1984,2,russewa01,PG,2,
ATL,1984,21,wilkido01,SF,2,
ATL,1984,35,willisl01,SF,5,
ATL,1984,42,willike02,PF,0,
ATL,1984,10,wittmra01,SG,1,
ATL,1983,31,brownri01,C,3,
ATL,1983,14,crissch01,PG,6,
ATL,1983,16,davisjo01,PG,7,
ATL,1983,34,glennmi01,SG,6,
ATL,1983,44,hastisc01,PF,1,
ATL,1983,24,hillar01,PG,7,
ATL,1983,3,johnsed02,SG,6,
ATL,1983,54,landsma01,PF,6,
ATL,1983,1,matthwe01,PG,3,
ATL,1983,5,paultbi01,C,13,
ATL,1983,33,pinonjo01,SF,0,
ATL,1983,25,riverdo01,PG,0,
ATL,1983,30,rollitr01,C,6,
ATL,1983,32,roundda01,PF,8,
ATL,1983,21,wilkido01,SF,1,
ATL,1983,35,willisl01,SF,4,
ATL,1983,10,wittmra01,SG,0,
ATL,1982,31,brownri01,C,2,
ATL,1982,16,davisjo01,SG,6,
ATL,1982,11,edmonke01,SG,0,
ATL,1982,34,glennmi01,SG,5,
ATL,1982,44,hastisc01,PF,0,
ATL,1982,10,hawesst01,PF,8,
ATL,1982,3,johnsed02,SG,5,
ATL,1982,52,johnsge02,C,10,
ATL,1982,40,macklru01,SF,1,
ATL,1982,1,matthwe01,PG,2,
ATL,1982,54,mcmilto01,C,7,
ATL,1982,41,pellosa01,PF,3,
ATL,1982,30,rollitr01,C,5,
ATL,1982,32,roundda01,PF,7,
ATL,1982,7,smithra01,SG,11,
ATL,1982,2,sparrro01,PG,2,
ATL,1982,21,wilkido01,SF,0,
ATL,1981,14,crissch01,PG,4,
ATL,1981,22,drewjo01,SF,7,
ATL,1981,34,glennmi01,SG,4,
ATL,1981,10,hawesst01,PF,7,
ATL,1981,3,johnsed02,SG,4,
ATL,1981,40,macklru01,SF,0,
ATL,1981,1,matthwe01,PG,1,
ATL,1981,33,mcelrji01,PG,6,
ATL,1981,54,mcmilto01,C,6,
ATL,1981,41,pellosa01,PF,2,
ATL,1981,30,rollitr01,C,4,
ATL,1981,32,roundda01,PF,6,
ATL,1981,11,sheltcr01,SF,1,
ATL,1981,2,sparrro01,PG,1,
ATL,1981,20,willifr01,SG,3,
ATL,1981,7,woodal01,SG,0,
ATL,1980,16,burleto01,C,6,
ATL,1980,44,colliar01,SG,0,
ATL,1980,7-42,collido02,SF,0,
ATL,1980,14,crissch01,PG,3,
ATL,1980,22,drewjo01,SF,6,
ATL,1980,10,hawesst01,C,6,
ATL,1980,24,hillar01,PG,4,
ATL,1980,3,johnsed02,SG,3,
ATL,1980,1,matthwe01,PG,0,
ATL,1980,33,mcelrji01,PG,5,
ATL,1980,54,mcmilto01,C,5,
ATL,1980,41,pellosa01,PF,1,
ATL,1980,30,rollitr01,C,3,
ATL,1980,32,roundda01,PF,5,
ATL,1980,11,sheltcr01,SF,0,
ATL,1979,50,brownjo01,SF,6,
ATL,1979,14,crissch01,PG,2,
ATL,1979,22,drewjo01,SF,5,
ATL,1979,25,furlote01,SG,3,
ATL,1979,21,givenja01,SF,1,
ATL,1979,10,hawesst01,PF,5,
ATL,1979,24,hillar01,PG,3,
ATL,1979,3,johnsed02,SG,2,
ATL,1979,44,leero01,PG,3,
ATL,1979,33,mcelrji01,PG,4,
ATL,1979,54,mcmilto01,C,4,
ATL,1979,41,pellosa01,PF,0,
ATL,1979,30,rollitr01,C,2,
ATL,1979,32,roundda01,PF,4,
ATL,1979,42,wilsori01,SG,1,
ATL,1978,14,crissch01,PG,1,
ATL,1978,22,drewjo01,SF,4,
ATL,1978,25,furlote01,SG,2,
ATL,1978,21,givenja01,SF,0,
ATL,1978,10,hawesst01,PF,4,
ATL,1978,33,herroke01,SG,0,
ATL,1978,24,hillar01,PG,2,
ATL,1978,3,johnsed02,SG,1,
ATL,1978,15,leebu01,PG,0,
ATL,1978,54,mcmilto01,C,3,
ATL,1978,30,rollitr01,C,1,
ATL,1978,32,roundda01,PF,3,
ATL,1978,42,wilsori01,SG,0,
ATL,1977,11,behagro01,PF,4,
ATL,1977,50,brownjo01,SF,4,
ATL,1977,44,charlke01,SG,4,
ATL,1977,14,crissch01,PG,0,
ATL,1977,22,drewjo01,SF,3,
ATL,1977,10,hawesst01,PF,3,
ATL,1977,24,hillar01,PG,1,
ATL,1977,3,johnsed02,SG,0,
ATL,1977,27,johnsol01,SF,5,
ATL,1977,54,mcmilto01,C,2,
ATL,1977,4,roberto01,SG,0,
ATL,1977,30,rollitr01,C,0,
ATL,1977,12,terrycl01,SG,5,
ATL,1976,41,barketo01,C,0,
ATL,1976,50,brownjo01,SF,3,
ATL,1976,44,charlke01,SG,3,
ATL,1976,13,davisro01,SF,0,
ATL,1976,34,dentora01,C,5,
ATL,1976,13,dickehe01,PG,1,
ATL,1976,22,drewjo01,SF,2,
ATL,1976,10,hawesst01,PF,2,
ATL,1976,14,hendeto01,PG,2,
ATL,1976,24,hillar01,PG,0,
ATL,1976,23,hudsolo01,SG,10,
ATL,1976,25,meriwjo01,C,1,
ATL,1976,33,robintr01,PF,2,
ATL,1976,40,sojoumi01,PF,2,
ATL,1976,12,terrycl01,SG,4,
ATL,1976,32,willobi01,SF,1,
ATL,1975,50,brownjo01,PF,2,
ATL,1975,24,creigji01,SF,0,
ATL,1975,22,drewjo01,SF,1,
ATL,1975,21,duvalde01,PG,1,
ATL,1975,42,hawkico01,PF,8,
ATL,1975,14,hendeto01,PG,1,
ATL,1975,20,hollawi01,SG,0,
ATL,1975,23,hudsolo01,SG,9,
ATL,1975,13,jonesdw01,C,2,
ATL,1975,7,meminde01,SG,4,
ATL,1975,40,sojoumi01,C,1,
ATL,1975,5,vanarto01,SF,10,
ATL,1975,32,willobi01,SF,0,
ATL,1974,50,brownjo01,SF,1,
ATL,1974,22,drewjo01,PF,0,
ATL,1974,3,gillihe01,SG,5,
ATL,1974,14,hendeto01,PG,0,
ATL,1974,23,hudsolo01,SG,8,
ATL,1974,13,jonesdw01,C,1,
ATL,1974,44,kauffbo01,PF,6,
ATL,1974,43,leecl01,PF,8,
ATL,1974,7,meminde01,PG,3,
ATL,1974,40,sojoumi01,C,0,
ATL,1974,5,vanarto01,SF,9,
ATL,1974,12,washiji01,PF,9,
ATL,1974,33,wetzejo01,SG,5,
ATL,1973,8,bellawa01,C,12,
ATL,1973,20,bracest01,PG,1,
ATL,1973,50,brownjo01,SF,0,
ATL,1973,3,gillihe01,PG,4,
ATL,1973,23,hudsolo01,SF,7,
ATL,1973,24,ingelto01,PG,0,
ATL,1973,13,jonesdw01,PF,0,
ATL,1973,44,maravpe01,SG,3,
ATL,1973,54,schluda01,C,5,
ATL,1973,22,tschojo01,SF,1,
ATL,1973,12,washiji01,PF,8,
ATL,1973,33,wetzejo01,SG,4,
ATL,1972,10,adamsdo01,SF,2,
ATL,1972,8,bellawa01,C,11,
ATL,1972,20,bracest01,PG,0,
ATL,1972,31,chrisbo01,C,3,
ATL,1972,3,gillihe01,PG,3,
ATL,1972,42,hallije01,SG,1,
ATL,1972,23,hudsolo01,SF,6,
ATL,1972,44,maravpe01,SG,2,
ATL,1972,25,masted01,PF,2,
ATL,1972,22,maydo01,SF,4,
ATL,1972,30,trappge01,PF,1,
ATL,1972,22,tschojo01,SF,0,
ATL,1972,12,washiji01,PF,7,
ATL,1972,33,wetzejo01,SG,3,
ATL,1971,10,adamsdo01,SF,1,
ATL,1971,8,bellawa01,C,10,
ATL,1971,32,bridgbi01,PF,9,
ATL,1971,31,chrisbo01,C,2,
ATL,1971,24,davisji01,C,4,
ATL,1971,3,gillihe01,PG,2,
ATL,1971,11,halimsh01,SF,3,
ATL,1971,42,hallije01,SG,0,
ATL,1971,23,hudsolo01,SG,5,
ATL,1971,44,maravpe01,SG,1,
ATL,1971,22,maydo01,SF,3,
ATL,1971,54,payneto01,C,0,
ATL,1971,20,siegfla01,PG,8,
ATL,1971,30,trappge01,PF,0,
ATL,1971,40,vallejo01,SG,1,
ATL,1971,12,washiji01,PF,6,
ATL,1971,11,willimi01,PG,1,
ATL,1970,42,abdulma01,PG,6,
ATL,1970,8,bellawa01,C,9,
ATL,1970,32,bridgbi01,PF,8,
ATL,1970,33,chambje01,SF,2,
ATL,1970,25,chapple01,PF,8,
ATL,1970,31,chrisbo01,C,1,
ATL,1970,24,davisji01,C,3,
ATL,1970,23,hudsolo01,SF,4,
ATL,1970,44,maravpe01,SG,0,
ATL,1970,12,rileybo01,F,0,
ATL,1970,40,vallejo01,SG,0,
ATL,1970,34,whitehe01,PG,0,
ATL,1969,42,abdulma01,PG,5,
ATL,1969,14,beardbu01,PG,0,
ATL,1969,8,bellawa01,C,8,
ATL,1969,32,bridgbi01,PF,7,
ATL,1969,27,caldwjo01,SG,5,
ATL,1969,24,davisji01,C,2,
ATL,1969,40,gregoga01,SF,1,
ATL,1969,19,gueriri01,SG,12,
ATL,1969,23,hudsolo01,SF,3,
ATL,1969,29,newmada01,C,1,
ATL,1969,12,omallgr01,F,0,
ATL,1969,10,ohldo01,SG,9,
ATL,1969,34,tormobu01,C,5,
ATL,1968,42,abdulma01,PG,4,
ATL,1968,31,beatyze01,C,6,
ATL,1968,32,bridgbi01,PF,6,
ATL,1968,27,caldwjo01,SG,4,
ATL,1968,24,davisji01,C,1,
ATL,1968,18-19,gueriri01,SG,11,
ATL,1968,12,hamilde01,PF,1,
ATL,1968,21,harlisk01,PG,0,
ATL,1968,23,hudsolo01,SF,2,
ATL,1968,20,lehmage01,PG,1,
ATL,1968,10,ohldo01,SG,8,
ATL,1968,29,silaspa01,PF,4,
ATL,1968,16-34,walledw01,F,0,
STL,1967,31,beatyze01,C,5,
STL,1967,32,bridgbi01,PF,5,
STL,1967,27,caldwjo01,SF,3,
STL,1967,24-25,davisji01,C,0,
STL,1967,23,hudsolo01,SG,1,
STL,1967,20,lehmage01,PG,0,
STL,1967,44,milleja01,SF,0,
STL,1967,30,ohldo01,PG,7,
STL,1967,29,silaspa01,PF,3,
STL,1967,10,snydedi01,SG,1,
STL,1967,34,tormobu01,C,4,
STL,1967,14,wilkele01,PG,7,
STL,1967,12,workmto01,F-C,0,
STL,1966,31,beatyze01,C,4,
STL,1966,32,bridgbi01,PF,4,
STL,1966,27,caldwjo01,SF,2,
STL,1966,15,gueriri01,SG,10,
STL,1966,12,hooveto01,C,2,
STL,1966,23,hudsolo01,SF,0,
STL,1966,30,kronto01,SG,0,
STL,1966,12-29,silaspa01,PF,2,
STL,1966,10,snydedi01,SG,0,
STL,1966,44,thornro01,PG,3,
STL,1966,34,tormobu01,C,3,
STL,1966,14,wilkele01,PG,6,
STL,1965,20,barnhjo01,PG,3,
STL,1965,31,beatyze01,C,3,
STL,1965,32,bridgbi01,PF,3,
STL,1965,27,caldwjo01,SF,1,
STL,1965,12,farmemi01,SF,6,
STL,1965,15,gueriri01,SG,9,
STL,1965,16,hagancl01,SF,9,
STL,1965,44,mullije01,SG,1,
STL,1965,29,silaspa01,PF,1,
STL,1965,22,thornro01,SG,2,
STL,1965,34,tormobu01,C,2,
STL,1965,27,tresvjo01,PF,1,
STL,1965,17,vaughch01,PG,3,
STL,1965,25,washiji01,PF,0,
STL,1965,14,wilkele01,PG,5,
STL,1964,20,barnhjo01,SG,2,
STL,1964,31,beatyze01,C,2,
STL,1964,32,bridgbi01,PF,2,
STL,1964,34,burtoed01,F,1,
STL,1964,12,farmemi01,SF,5,
STL,1964,15,gueriri01,SG,8,
STL,1964,16,hagancl01,SF,8,
STL,1964,40,mcgilbi01,C,2,
STL,1964,44,mullije01,SG,0,
STL,1964,9,pettibo01,PF,10,
STL,1964,29,silaspa01,PF,0,
STL,1964,25,tresvjo01,PF,0,
STL,1964,17,vaughch01,SG,2,
STL,1964,14,wilkele01,PG,4,
STL,1963,20,barnhjo01,SG,1,
STL,1963,31,beatyze01,C,1,
STL,1963,32,bridgbi01,PF,1,
STL,1963,24,duffybo02,PG,1,
STL,1963,12,farmemi01,SF,4,
STL,1963,15,gueriri01,SG,7,
STL,1963,16,hagancl01,SF,7,
STL,1963,10,nordmbe01,C,2,
STL,1963,9,pettibo01,PF,9,
STL,1963,,rohloke01,G,0,
STL,1963,34,tormobu01,C,1,
STL,1963,17,vaughch01,SG,1,
STL,1963,40,wardge01,SG,0,
STL,1963,14,wilkele01,PG,3,
STL,1962,20,barnhjo01,SG,0,
STL,1962,14,beatyze01,C,0,
STL,1962,10,bridgbi01,PF,0,
STL,1962,21,cableba01,SF,4,
STL,1962,24,duffybo02,PG,0,
STL,1962,12,farmemi01,SF,3,
STL,1962,16,hagancl01,SF,6,
STL,1962,29,jordoph01,C,6,
STL,1962,11,mantini01,SG,1,
STL,1962,10,nordmbe01,C,1,
STL,1962,9,pettibo01,PF,8,
STL,1962,21,sauldwo01,PF,5,
STL,1962,34,tormobu01,C,0,
STL,1962,17,vaughch01,SG,0,
STL,1962,32,wilkele01,PG,2,
STL,1961,,arcenst01,F,0,
STL,1961,21,cableba01,SF,3,
STL,1961,,darroji01,G,0,
STL,1961,29,deesar01,C,3,
STL,1961,,eichhdi01,G,0,
STL,1961,11,ferraal01,SG,4,
STL,1961,14,foustla01,C,11,
STL,1961,29,grabojo01,F-C,12,
STL,1961,17,greensi01,G-F,4,
STL,1961,16,hagancl01,SF,5,
STL,1961,17,hattove01,SG,3,
STL,1961,24,hillcl01,SG,0,
STL,1961,12,hornro01,SF,0,
STL,1961,19,lacoufr01,PG,1,
STL,1961,34,lovelcl01,C,8,
STL,1961,15,mccarjo01,PG,4,
STL,1961,25,mcmilsh01,SF,3,
STL,1961,9,pettibo01,PF,7,
STL,1961,21,sauldwo01,PF,4,
STL,1961,12,simsbo01,SG,0,
STL,1961,15-32,wilkele01,PG,1,
STL,1960,12,becker01,SG,6,
STL,1960,11,ferraal01,SG,3,
STL,1960,13,foustla01,C,10,
STL,1960,17,greensi01,SG,3,
STL,1960,16,hagancl01,SF,4,
STL,1960,19,lacoufr01,SF,0,
STL,1960,34,lovelcl01,C,7,
STL,1960,15,mccarjo01,PG,3,
STL,1960,9,pettibo01,PF,6,
STL,1960,25,piontda01,SF,4,
STL,1960,12,rolliph01,G,2,
STL,1960,21,sauldwo01,PF,3,
STL,1960,32,wilkele01,PG,0,
STL,1959,11,ferraal01,SG,2,
STL,1959,20,ferrybo01,C,0,
STL,1959,13,foustla01,C,9,
STL,1959,12,gambeda01,SF,1,
STL,1959,17,greensi01,PG,2,
STL,1959,16,hagancl01,SF,3,
STL,1959,34,lovelcl01,C,6,
STL,1959,22,martisl01,PG,10,
STL,1959,15,mccarjo01,SG,2,
STL,1959,21,mcmahja01,PG,7,
STL,1959,9,pettibo01,PF,5,
STL,1959,12-25,piontda01,SF,3,
STL,1959,13,ramseca01,SF,0,
STL,1959,19,reedhu01,C,1,
STL,1959,13,sharech01,C,8,
STL,1958,11-26,ferraal01,SG,1,
STL,1958,33,gambeda01,SF,0,
STL,1958,17,greensi01,PG,1,
STL,1958,16,hagancl01,SF,2,
STL,1958,34,lovelcl01,C,5,
STL,1958,20,macaued01,C,9,
STL,1958,22,martisl01,PG,9,
STL,1958,21,mcmahja01,SG,6,
STL,1958,17,parkme01,SG,3,
STL,1958,9,pettibo01,PF,4,
STL,1958,12-19,reedhu01,C,0,
STL,1958,13,sharech01,C,7,
STL,1958,10-15,wilfowi01,PG,1,
STL,1957,11,colemja01,PF,8,
STL,1957,12,daviswa01,PF,4,
STL,1957,16,hagancl01,SF,1,
STL,1957,20,macaued01,C,8,
STL,1957,22,martisl01,PG,8,
STL,1957,21,mcmahja01,SG,5,
STL,1957,12,morrire01,C,2,
STL,1957,17,parkme01,SG,2,
STL,1957,17,pattewo01,G,0,
STL,1957,9,pettibo01,PF,3,
STL,1957,19,selvyfr01,G-F,2,
STL,1957,13,sharech01,C,6,
STL,1957,15,wilfowi01,PG,0,
STL,1956,25,barbejo01,F,0,
STL,1956,26,bemorir01,SF,1,
STL,1956,12,colemja01,PF,7,
STL,1956,6-17,hagancl01,SF,0,
STL,1956,33,hannual01,PF,7,
STL,1956,,harribo02,G,7,
STL,1956,20-50,macaued01,PF,7,
STL,1956,22,martisl01,PG,7,
STL,1956,21,mcmahja01,SG,4,
STL,1956,33,naullwi01,F-C,0,
STL,1956,32,parkme01,SG,1,
STL,1956,9,pettibo01,C,2,
STL,1956,70,sharech01,C,5,
STL,1956,15,spearod01,SF,7,
STL,1956,22,stewano01,F,0,
STL,1955,12,colemja01,PF,6,
STL,1955,11,coopech01,F,5,
STL,1955,22,ferraal01,SF,0,
STL,1955,6,hannual01,PF,6,
STL,1955,24,harrich01,SG,0,
STL,1955,7,harribo02,PG,6,
STL,1955,24,mcmahja01,PG,3,
STL,1955,11-27,parkme01,SF,0,
STL,1955,9,pettibo01,C,1,
STL,1955,12,rickedi01,PF,0,
STL,1955,27,schafbo01,SG,0,
STL,1955,28,selvyfr01,SG,1,
STL,1955,5,sharech01,C,4,
STL,1955,15,stephja01,SG,0,
MLH,1954,3,calhobi01,SG,6,
MLH,1954,15,coopech01,PF,4,
MLH,1954,4,diutefr01,SG,0,
MLH,1954,4,hannual01,PF,5,
MLH,1954,7,harribo02,PG,5,
MLH,1954,12,hitchle01,PF,3,
MLH,1954,8,macgiro01,PG,0,
MLH,1954,6,martiph01,SF,0,
MLH,1954,4,mcbrike01,SG,0,
MLH,1954,6,mcnulca01,SG,0,
MLH,1954,,mooreja01,SF,0,
MLH,1954,9,pettibo01,PF,0,
MLH,1954,13,ratkoge01,PF,5,
MLH,1954,10,saulpe01,SG,5,
MLH,1954,13-28,selvyfr01,SF,0,
MLH,1954,5,sharech01,C,3,
MLH,1954,12,watsobo01,PG,0,
MLH,1953,7,bemorir01,SF,0,
MLH,1953,3,calhobi01,SF,5,
MLH,1953,5,dykerge01,F,0,
MLH,1953,7,harribo02,SG,4,
MLH,1953,12-15,hitchle01,PF,2,
MLH,1953,10,holzmre01,PG,5,
MLH,1953,14,houbrbo01,C-F,0,
MLH,1953,8,lavoybo01,PF,3,
MLH,1953,8,lofgrdo01,SF,3,
MLH,1953,5,nichoja01,PF,4,
MLH,1953,,peterbo01,F,0,
MLH,1953,13,ratkoge01,PF,4,
MLH,1953,5,sharech01,C,2,
MLH,1953,11,sundedo01,SG,0,
MLH,1953,6,surhodi01,PF,1,
MLH,1953,9,toshebi01,PG,2,
MLH,1953,,walthis01,G,0,
MLH,1953,14,zasloma01,SG,7,
MLH,1952,,bovendo01,F-G,2,
MLH,1952,,brascji01,G,0,
MLH,1952,10,calhobi01,SF,4,
MLH,1952,7,crockdi01,PF,3,
MLH,1952,10,darcepe01,C,0,
MLH,1952,,feigege01,PG,1,
MLH,1952,9,hutchme01,C,1,
MLH,1952,3,levanan01,SG,2,
MLH,1952,4-12,masinal01,PG,0,
MLH,1952,,mcconbu01,PG,0,
MLH,1952,3,miasest01,SF,5,
MLH,1952,,milleed01,C,0,
MLH,1952,8,minorda01,PG,1,
MLH,1952,5,nichoja01,PF,3,
MLH,1952,3,oboyljo01,SG,0,
MLH,1952,,oneilmi01,SF,0,
MLH,1952,14,ottendo01,C,3,
MLH,1952,6,payakjo01,SG,1,
MLH,1952,10-13,ratkoge01,PF,3,
MLH,1952,,workmma01,PF,0,
MLH,1951,,behnkel01,C,0,
MLH,1951,21,blackch01,F-C,2,
MLH,1951,18,bovendo01,SG,1,
MLH,1951,15,burriar01,SF,1,
MLH,1951,20,chrisca01,SF,1,
MLH,1951,20,crockdi01,PF,2,
MLH,1951,21,delonna01,C,0,
MLH,1951,18,eddledi01,SF,2,
MLH,1951,,fowleje01,C,0,
MLH,1951,22,hutchme01,C,0,
MLH,1951,16,kirkwa01,PG,2,
MLH,1951,15,mcconjo01,F,0,
MLH,1951,17,mehendi01,PF,2,
MLH,1951,14,osheake01,G,1,
MLH,1951,14,ottendo01,C,2,
MLH,1951,,owensre01,SG,1,
MLH,1951,15,rehfedo01,SF,1,
MLH,1951,,rennijo01,G,0,
MLH,1951,11,vancege01,G-F,4,
MLH,1951,12,wilsobo01,PG,0,
TRI,1950,,beached01,F,0,
TRI,1950,16,boykoha01,C,1,
TRI,1950,13,brianfr01,G,1,
TRI,1950,12,byrneto01,F-G,4,
TRI,1950,10-15,carpebo01,F-C,1,
TRI,1950,14,chrisca01,SF,0,
TRI,1950,12,corlera01,G,1,
TRI,1950,10,dezonha01,C-F,0,
TRI,1950,18,eddledi01,SF,1,
TRI,1950,10,gaydaed01,G-F,0,
TRI,1950,9,hargijo01,G-F,1,
TRI,1950,16,hermskl01,C-F,4,
TRI,1950,20,jorgeno01,C,2,
TRI,1950,17,loganjo01,G,4,
TRI,1950,15,nichoja01,PF,2,
TRI,1950,11,perkiwa01,G-F,1,
TRI,1950,20,petered01,C,1,
TRI,1950,9,scherhe01,C,0,
TRI,1950,19,todormi01,F-C,1,
TRI,1950,12,vancege01,G-F,3,
TRI,1949,,bercege01,G-F,0,
TRI,1949,13,chanejo01,F-C,0,
TRI,1949,11,eddledi01,SF,0,
TRI,1949,12,engluge01,F-C,0,
TRI,1949,18,gibsode01,F-G,0,
TRI,1949,8,hassebi01,G,0,
TRI,1949,20,henrybi01,C,1,
TRI,1949,12,kerrija01,PF,0,
TRI,1949,4,kirkwa01,PG,1,
TRI,1949,12,mahnkjo01,C,3,
TRI,1949,15,nichoja01,PF,1,
TRI,1949,9,nostrge01,C-F,3,
TRI,1949,15,ottendo01,C,0,
TRI,1949,20,ottenma01,F-C,0,
TRI,1949,,owensre01,SG,0,
TRI,1949,7,perkiwa01,G-F,0,
TRI,1949,96,raydo01,F-C,0,
TRI,1949,,schuldi01,F-G,3,
TRI,1949,21,todormi01,F-C,0,
TRI,1949,8,vancege01,G-F,2,
TRI,1949,6,vonniwh01,G-F,0,
TRI,1949,17,wiermu01,G,0,
BOS,2014,30,bassbr01,PF,9,
BOS,2014,0,bradlav01,SG,4,
BOS,2014,7,sullija01,PF,2,
BOS,2014,45,wallage01,SF,13,
BOS,2014,44,zellety01,C,2,
BOS,2014,99,crowdja01,SF,2,
BOS,2014,41,olynyke01,C,1,
BOS,2014,21,princta01,SF,12,
BOS,2014,4,thornma01,SG,5,
BOS,2014,26,pressph01,PG,1,
BOS,2014,,randosh01,F,7,
BOS,2014,36,smartma01,PG,0,
BOS,2014,13,youngja01,SG,0,
BOS,2014,11,turneev01,SG,4,
BOS,2014,,dawkian01,G,0,
BOS,2013,50,anthojo01,C,6,
BOS,2013,52,babbch01,SG,0,
BOS,2013,30,bassbr01,PF,8,
BOS,2013,11,bayleje01,PG,5,
BOS,2013,13,blueva01,SG,0,
BOS,2013,4,boganke01,SG,10,
BOS,2013,0,bradlav01,PG,3,
BOS,2013,12,brookma01,SG,2,
BOS,2013,27,crawfjo02,SG,3,
BOS,2013,38,favervi01,C,0,
BOS,2013,8,greenje02,SF,5,
BOS,2013,43,humphkr01,PF,9,
BOS,2013,12,johnsch04,SF,1,
BOS,2013,11,leeco01,SG,5,
BOS,2013,41,olynyke01,C,0,
BOS,2013,26,pressph01,PG,0,
BOS,2013,9,rondora01,PG,7,
BOS,2013,7,sullija01,PF,1,
BOS,2013,45,wallage01,SF,12,
BOS,2012,12,barbole01,PG,9,
BOS,2012,30,bassbr01,PF,7,
BOS,2012,0,bradlav01,PG,2,
BOS,2012,98,collija04,C,11,
BOS,2012,27,crawfjo02,SG,2,
BOS,2012,5,garneke01,C,17,
BOS,2012,8,greenje02,PF,4,
BOS,2012,43,josepkr01,SF,0,
BOS,2012,11,leeco01,SG,4,
BOS,2012,13,melofa01,C,0,
BOS,2012,99,milicda01,C,9,
BOS,2012,34,piercpa01,SF,14,
BOS,2012,42,randosh01,PF,5,
BOS,2012,9,rondora01,PG,6,
BOS,2012,7,sullija01,PF,0,
BOS,2012,4,terryja01,SG,13,
BOS,2012,41,varnaja01,PF,0,
BOS,2012,12,whitedj01,PF,4,
BOS,2012,44,wilcoch01,C,10,
BOS,2012,55,willite01,SF,3,
BOS,2011,20,allenra02,SG,15,
BOS,2011,30,bassbr01,PF,6,
BOS,2011,0,bradlav01,PG,1,
BOS,2011,4,daniema01,SG,8,
BOS,2011,51,doolike01,SG,11,
BOS,2011,5,garneke01,C,16,
BOS,2011,50,holliry01,C,5,
BOS,2011,12,johnsja02,PF,0,
BOS,2011,55,mooreet01,PG,0,
BOS,2011,7,onealje01,C,15,
BOS,2011,11,pavloal01,SF,8,
BOS,2011,34,piercpa01,SF,13,
BOS,2011,28,pietrmi01,SG,8,
BOS,2011,9,rondora01,PG,5,
BOS,2011,54,stiemgr01,C,0,
BOS,2011,44,wilcoch01,C,9,
BOS,2011,56,willise01,C,3,
BOS,2010,20,allenra02,SG,14,
BOS,2010,45,arroyca01,PG,8,
BOS,2010,0,bradlav01,PG,0,
BOS,2010,8,daniema01,SF,7,
BOS,2010,11,davisgl01,C,3,
BOS,2010,86,erdense01,C,0,
BOS,2010,5,garneke01,PF,15,
BOS,2010,8,greenje02,SF,3,
BOS,2010,55,haranlu01,PF,0,
BOS,2010,86,johnsch03,C,0,
BOS,2010,4,krstine01,C,6,
BOS,2010,30,murphtr01,PF,9,
BOS,2010,7,onealje01,C,14,
BOS,2010,36,onealsh01,C,18,
BOS,2010,77,pavloal01,SG,7,
BOS,2010,43,perkike01,C,7,
BOS,2010,34,piercpa01,SF,12,
BOS,2010,4,robinna01,PG,5,
BOS,2010,9,rondora01,PG,4,
BOS,2010,12,wafervo01,SG,4,
BOS,2010,13,westde01,PG,6,
BOS,2009,20,allenra02,SG,13,
BOS,2009,42,allento01,SG,5,
BOS,2009,7,daniema01,SF,6,
BOS,2009,11,davisgl01,PF,2,
BOS,2009,40,finlemi01,SF,14,
BOS,2009,5,garneke01,PF,14,
BOS,2009,4,giddejr01,SF,1,
BOS,2009,50,houseed01,PG,9,
BOS,2009,26,hudsole01,PG,0,
BOS,2009,40,lafayol01,SG,0,
BOS,2009,12,landrma01,SF,0,
BOS,2009,43,perkike01,C,6,
BOS,2009,34,piercpa01,SF,11,
BOS,2009,4,robinna01,PG,4,
BOS,2009,9,rondora01,PG,3,
BOS,2009,44,scalabr01,PF,8,
BOS,2009,12,walkebi01,SF,1,
BOS,2009,30,wallara01,C,14,
BOS,2009,13,willish02,PF,3,
BOS,2008,20,allenra02,SG,12,
BOS,2008,42,allento01,SG,4,
BOS,2008,11,davisgl01,C,1,
BOS,2008,5,garneke01,PF,13,
BOS,2008,4,giddejr01,SF,0,
BOS,2008,50,houseed01,PG,8,
BOS,2008,8,marbust01,PG,12,
BOS,2008,7,mooremi01,C,10,
BOS,2008,26,obryapa01,C,2,
BOS,2008,43,perkike01,C,5,
BOS,2008,34,piercpa01,SF,10,
BOS,2008,0,powele01,PF,2,
BOS,2008,13,pruitga01,SG,1,
BOS,2008,9,rondora01,PG,2,
BOS,2008,44,scalabr01,C,7,
BOS,2008,12,walkebi01,SF,0,
BOS,2007,20,allenra02,SG,11,
BOS,2007,42,allento01,SG,3,
BOS,2007,93,brownpj01,PF,14,
BOS,2007,28,cassesa01,PG,14,
BOS,2007,11,davisgl01,C,0,
BOS,2007,5,garneke01,PF,12,
BOS,2007,50,houseed01,PG,7,
BOS,2007,43,perkike01,C,4,
BOS,2007,34,piercpa01,SF,9,
BOS,2007,66,pollasc01,C,10,
BOS,2007,41,poseyja01,PF,8,
BOS,2007,0,powele01,C,1,
BOS,2007,13,pruitga01,PG,0,
BOS,2007,9,rondora01,PG,1,
BOS,2007,44,scalabr01,PF,6,
BOS,2006,42,allento01,SG,2,
BOS,2006,4,gomesry01,PF,1,
